PE,AT,V,AP,RH,atribute5,atribute6,atribute7,atribute8,atribute9
1011,29,28,74,33,66,72,37,426,53
1019,18,35,57,76,64,77,94,458,41
1010,16,69,46,18,8,96,8,466,3
1013,9,59,37,14,8,72,85,474,74
1015,10,11,39,35,19,90,74,479,83
1016,17,37,57,76,86,59,456,4,
1021,20,92,49,15,15,49,76,455,32
1020,22,82,64,63,78,66,73,449,34
1006,23,55,51,95,76,46,449,54,
1010,30,47,70,83,91,46,94,444,39
1021,13,16,40,71,99,77,91,475,87
1010,6,25,39,64,98,83,45,483,43
1013,16,98,53,16,95,82,8,458,93
1010,27,5,68,24,38,73,44,430,9
1012,24,39,63,21,59,80,88,446,4
1018,14,69,54,3,1,73,4,462,63
1001,26,31,72,39,16,88,43,434,53
1014,14,85,58,59,4,89,85,454,62
1010,21,95,59,43,29,74,67,442,84
1008,31,91,67,83,76,53,22,425,28
1013,16,2,65,46,97,89,84,451,86
1012,27,35,77,95,14,74,14,431,72
1020,8,73,41,26,54,91,37,476,42
1016,14,13,53,82,72,64,85,467,8
1016,13,18,40,24,81,86,71,469,35
1021,10,74,40,92,74,94,97,466,77
1013,6,28,43,2,72,88,13,487,17
1027,6,4,41,14,92,87,12,481,37
1017,16,78,58,95,74,96,24,450,2
1004,14,99,41,35,56,98,9,466,85
1013,26,26,65,6,58,52,72,440,92
1003,32,9,70,4,73,55,65,434,64
1009,22,88,63,91,63,87,82,442,5
1012,21,95,68,8,91,69,36,443,93
1015,26,65,63,78,32,53,95,440,26
1019,12,57,39,3,57,72,44,473,67
1004,15,67,41,1,1,77,93,466,45
1010,27,97,69,48,4,57,24,432,18
1008,13,76,45,87,89,87,27,463,5
1007,26,91,70,47,55,72,59,434,24
1006,25,18,71,98,71,89,86,432,88
1020,23,27,64,15,98,71,18,452,26
1012,23,2,73,17,89,92,438,64,
1004,18,55,52,84,45,86,82,450,23
1015,7,23,41,22,23,98,4,483,31
1020,7,3,39,72,85,77,83,485,1
1011,13,93,39,64,8,82,64,470,84
1016,20,33,57,76,47,75,35,450,25
1008,32,2,72,29,61,69,94,432,52
1016,13,16,43,41,43,79,47,465,6
1012,27,26,73,18,58,74,83,429,92
1013,12,45,43,67,61,91,34,474,27
1018,12,4,40,23,7,81,28,472,7
1011,28,12,73,42,49,80,16,435,46
1013,27,21,67,45,83,43,26,436,47
1009,26,97,64,45,43,53,96,443,75
1008,26,99,72,99,76,1,430,81,
1006,21,25,67,71,9,55,76,444,98
1006,30,33,68,67,54,99,435,53,
1019,15,37,50,59,2,98,2,463,35
1008,25,8,44,57,52,56,450,48,
1011,24,97,68,61,8,58,94,447,83
1009,15,98,39,64,31,81,21,467,22
1010,24,82,71,94,5,64,67,438,69
1012,21,32,45,1,23,59,94,452,75
1023,8,28,40,56,29,79,44,486,4
1005,27,22,67,9,73,57,29,441,22
1011,26,94,62,91,68,41,3,449,1
1007,18,86,46,48,28,78,47,452,
1008,9,61,44,3,3,91,36,473,54
1011,26,2,65,18,42,47,82,440,7
1011,12,31,44,78,15,77,34,468,29
1011,16,48,48,92,84,64,16,458,67
1007,14,7,42,99,57,96,5,468,87
1012,25,19,63,94,78,75,15,438,73
1012,15,41,42,44,6,86,74,472,28
1024,13,16,43,71,44,85,68,469,6
1007,18,63,45,87,98,79,9,453,79
1018,16,94,50,59,75,94,22,460,64
1009,14,85,45,87,37,84,65,462,67
1013,24,56,63,21,79,82,38,444,34
1010,23,13,72,24,92,92,3,437,67
1006,26,84,71,94,6,79,12,427,2
1010,9,36,44,3,3,87,2,474,68
1017,30,19,64,79,22,42,47,438,41
1015,14,78,42,86,32,84,75,471,17
1003,18,6,68,28,27,84,21,446,98
1011,7,19,39,4,45,90,65,483,4
1011,29,15,73,42,43,66,49,432,26
1020,15,23,37,87,17,85,2,464,2
1022,9,19,41,1,14,98,98,468,37
1013,16,38,46,97,6,73,67,459,87
1016,18,23,60,95,74,78,85,455,53
1010,24,62,70,47,55,72,71,435,88
1009,5,72,39,33,96,95,4,490,76
1005,23,19,67,7,67,65,19,442,45
1018,13,21,40,56,12,64,49,475,86
1027,9,77,34,69,72,74,98,477,51
1006,30,82,70,36,47,58,79,439,16
1016,23,63,58,62,45,69,97,445,51
1018,24,66,48,78,39,71,79,449,11
1025,8,83,41,14,37,94,36,474,51
1007,14,79,46,48,46,92,4,462,55
1016,3,69,38,44,74,82,87,490,78
1012,24,3,66,54,19,69,15,438,8
1018,13,23,42,34,2,97,49,462,21
1007,25,79,67,17,89,81,38,440,75
1012,25,72,59,21,37,66,62,437,72
1020,11,8,41,54,65,85,476,12,
1017,16,52,42,24,51,67,65,469,13
1016,23,51,63,78,1,69,79,446,58
1015,25,25,58,46,54,70,76,444,5
1016,19,82,58,16,76,74,66,455,5
1008,11,73,37,92,24,65,13,472,4
1011,27,96,73,42,11,71,93,435,93
1007,25,59,72,43,88,82,98,432,49
1019,22,61,59,87,12,66,12,441,2
1016,23,3,65,12,29,69,8,447,84
1009,26,38,44,89,14,51,79,442,13
1008,31,52,76,2,31,57,35,435,31
1011,20,36,60,1,21,84,79,454,25
1016,13,55,43,48,8,67,25,464,33
1012,25,44,61,25,57,87,65,441,77
1020,11,9,41,58,99,91,9,464,81
1015,25,36,60,7,6,66,11,439,73
1010,30,68,71,8,81,61,4,435,4
1017,25,48,60,29,55,51,22,443,77
1008,29,79,62,66,5,48,51,440,27
1010,8,37,39,99,36,93,26,482,31
1016,8,49,43,69,93,85,63,483,62
1008,26,85,74,16,66,93,8,431,16
1005,29,34,71,98,19,75,19,428,24
1015,21,11,58,12,38,77,78,453,28
1020,21,12,62,96,83,69,96,454,65
1015,15,3,35,71,26,56,55,467,61
1019,23,74,62,96,65,63,39,449,48
1008,32,96,69,75,86,40,23,435,56
1012,20,23,52,5,15,47,49,457,57
1013,22,46,58,33,21,68,68,445,9
77,11,54,45,1022,80,79,482,34,
1010,24,62,68,31,45,75,18,448,58
1005,10,12,41,55,78,62,34,475,46
1015,15,67,38,62,76,66,29,463,17
1004,21,96,48,6,87,76,27,446,56
1019,11,82,41,54,96,67,65,476,97
1008,19,8,51,19,25,91,98,446,66
1014,22,32,64,27,35,82,98,446,62
1009,19,75,49,2,38,92,89,446,63
1016,25,48,65,12,12,53,66,447,85
1017,14,84,42,3,47,79,27,466,2
1012,21,38,49,21,49,53,77,449,66
1005,18,67,47,83,12,82,97,454,47
1013,26,27,58,33,81,60,43,438,82
1014,27,23,63,9,3,47,19,443,61
1012,20,87,63,31,27,79,51,446,7
1007,19,4,39,53,96,63,38,457,17
1016,21,97,65,61,9,73,29,447,5
1000,17,16,40,55,26,72,21,461,58
1017,13,62,42,34,87,89,67,464,79
1,13,9,44,1025,87,17,466,24,
1023,9,45,39,4,8,75,81,483,66
1022,23,66,62,8,42,64,13,447,6
1010,26,91,70,2,75,59,48,445,31
1005,23,4,74,99,44,92,86,437,65
1005,26,93,67,7,65,60,26,437,76
1005,24,59,60,37,31,76,81,438,9
1011,34,63,74,33,7,31,45,428,54
1017,20,48,60,29,16,72,1,455,51
1009,26,55,60,23,88,79,54,438,95
1011,10,74,43,67,75,80,1,477,32
1012,12,28,43,67,69,70,23,475,8
1013,10,8,41,66,79,81,96,475,51
1009,26,26,71,73,59,80,6,430,79
1006,24,9,71,77,24,85,25,427,77
1010,28,41,74,16,29,72,9,439,2
1012,22,72,63,73,63,82,14,448,56
1013,33,4,69,98,29,47,78,432,44
1013,26,35,59,87,24,73,63,447,26
1008,24,58,49,2,85,79,32,442,47
1015,12,76,42,32,35,78,18,466,15
1012,9,64,39,85,9,83,82,478,37
1026,10,91,41,4,57,74,24,469,53
1019,12,27,41,17,39,52,18,473,84
1013,28,4,74,93,65,48,6,442,23
1017,11,4,45,51,53,83,42,474,45
1017,20,75,60,77,91,86,6,448,58
1002,21,31,69,5,46,73,42,440,97
1013,25,4,65,34,11,53,93,445,82
1014,25,95,65,61,36,52,54,443,88
1010,27,44,65,59,76,68,67,441,8
1016,18,42,58,95,95,86,77,452,1
1014,17,48,46,21,2,80,78,455,35
1006,13,87,49,83,76,89,14,462,46
1020,10,6,39,61,87,74,1,476,92
1011,23,21,62,44,78,76,66,442,47
1015,21,44,60,32,2,81,1,448,84
1010,26,73,68,84,75,66,83,440,45
1013,30,96,64,44,63,49,64,437,61
1023,14,6,44,84,58,88,21,464,88
1016,20,28,63,86,4,74,66,447,26
1001,15,47,38,73,13,77,61,467,96
1014,11,71,40,5,49,86,9,471,49
1010,25,77,68,8,99,73,58,433,46
1012,18,13,66,86,9,78,84,454,85
1019,11,2,35,76,24,64,59,473,33
1022,9,78,43,8,25,69,64,477,22
1009,23,85,74,22,99,82,72,441,66
1014,16,7,50,66,86,94,87,457,74
1008,28,41,66,91,22,57,93,440,52
1009,29,64,67,79,99,51,23,440,74
1009,24,39,71,85,73,72,24,438,2
1008,32,39,74,16,53,61,9,431,17
1008,31,56,66,44,91,64,16,430,11
1013,17,72,48,14,26,65,9,457,44
1014,30,85,67,45,53,32,99,430,8
1023,13,19,39,18,67,66,78,469,62
1001,33,79,69,5,62,40,13,435,1
83,13,99,45,1023,77,92,472,55,
1008,24,78,57,19,8,65,4,443,62
1014,17,82,56,89,24,77,73,453,83
1017,24,9,67,25,77,66,17,433,71
1014,11,46,44,85,3,63,24,475,33
1008,28,68,70,32,51,45,73,430,48
1013,18,2,45,1,82,68,14,452,21
1008,23,5,50,78,7,57,7,445,9
1020,10,34,41,74,7,79,17,480,84
1014,15,64,38,28,39,76,93,466,51
1007,13,55,42,99,58,97,55,470,82
1012,26,18,68,8,92,55,7,436,51
45,10,81,45,1023,85,89,482,63,
1013,28,9,65,27,27,51,96,440,
1011,25,32,61,25,56,80,1,436,67
1007,29,23,72,99,4,63,47,431,
25,9,43,13,1020,81,32,481,9,
1024,17,29,52,72,71,62,32,467,23
1012,13,92,39,58,5,80,28,465,67
1009,30,15,72,51,37,50,64,443,72
1011,23,96,51,3,81,71,81,451,11
1015,17,34,44,6,84,74,88,458,5
1028,14,2,44,47,2,68,97,465,93
1009,29,12,74,87,85,62,51,435,51
1010,10,22,39,64,72,63,5,477,22
1010,27,74,74,78,5,60,82,436,87
1003,16,5,39,72,5,65,99,459,6
1018,20,46,59,21,42,85,89,445,22
1009,27,51,71,29,43,76,92,430,42
1007,13,1,49,83,29,92,79,466,8
1011,31,7,70,32,74,65,91,436,16
1015,10,79,43,56,15,73,1,479,64
1013,22,57,63,94,49,81,61,443,58
1004,33,63,70,4,2,53,6,430,5
1006,22,56,47,43,72,54,82,448,65
1012,20,65,41,67,76,45,27,455,5
1011,24,31,65,94,5,61,61,442,69
1008,25,61,47,43,62,54,51,442,96
1019,9,41,41,54,48,82,19,481,59
1013,6,61,36,24,57,91,8,483,12
1004,13,53,38,73,86,85,38,472,46
1020,10,2,41,46,23,84,54,481,46
1021,9,26,39,61,18,84,58,480,38
1016,12,2,43,69,12,74,7,477,74
1024,14,74,43,71,35,81,53,465,49
1016,8,35,43,79,2,85,23,484,21
1002,19,35,39,72,5,51,24,455,29
1013,26,74,69,89,96,51,82,436,2
1013,12,17,41,58,89,88,98,463,3
1014,13,91,39,35,69,75,51,469,2
1016,16,15,41,85,54,81,58,466,56
1005,28,31,50,5,75,50,17,436,75
1009,32,87,70,8,54,59,85,433,1
1000,29,48,73,21,67,79,35,433,53
1009,29,23,69,59,71,41,437,95,
1021,7,71,40,71,53,95,48,471,38
61,26,70,47,1009,74,66,435,5,
1011,31,41,74,16,1,57,5,434,88
1008,5,28,45,87,25,97,88,479,91
1020,10,19,44,63,58,91,64,472,45
1005,10,35,40,27,9,92,42,477,8
1017,13,72,54,3,89,79,8,467,5
1013,10,96,37,5,46,79,54,471,5
1008,19,36,39,54,97,58,92,458,75
1004,31,23,75,8,93,46,19,439,14
1007,32,77,71,32,68,42,39,436,95
1005,23,35,71,77,99,90,79,434,6
1006,24,99,51,43,95,79,63,441,45
1009,26,53,69,71,88,76,26,446,17
1018,18,62,65,48,45,73,39,451,94
1015,16,72,53,82,46,66,9,458,25
1004,21,7,67,7,64,86,16,446,5
1010,31,8,59,57,76,60,49,442,88
1018,22,85,60,8,5,67,12,452,5
1013,22,99,56,57,93,78,77,445,44
1025,11,12,44,92,58,93,52,470,82
1012,16,63,43,77,25,75,9,458,66
1011,28,85,59,27,69,51,8,440,3
1007,29,97,70,32,44,53,26,428,42
1015,30,73,69,89,58,9,426,79,
1011,27,17,61,2,38,65,32,437,6
1007,30,15,69,88,2,73,67,434,75
1007,13,18,40,83,67,95,44,472,36
1003,28,44,69,84,25,68,24,426,69
1009,34,4,77,95,83,57,86,430,87
1017,23,1,60,8,69,65,44,451,1
1016,28,8,59,14,16,58,8,438,83
1010,30,92,80,18,11,72,47,432,35
1009,26,47,69,51,51,65,2,433,89
1018,7,97,39,4,51,65,17,483,3
1007,30,7,70,98,74,75,68,437,55
1009,20,31,69,94,7,86,53,446,87
1012,13,65,39,28,97,79,64,471,91
1008,24,1,60,29,2,61,81,449,79
1000,32,23,69,13,61,55,1,426,9
1019,17,69,44,34,31,61,12,464,13
1020,5,42,41,38,77,86,2,491,38
1014,32,89,73,68,45,52,34,426,46
1009,26,59,59,92,97,70,9,438,22
1011,28,74,71,14,53,48,6,430,12
11,9,36,3,1027,75,89,480,31,
1015,18,5,46,93,66,81,455,63,
1008,32,21,71,85,25,58,9,429,15
1010,18,31,46,21,46,82,15,451,75
1012,27,14,64,27,71,54,4,441,68
1015,26,22,49,82,48,55,8,454,2
1005,22,72,69,84,96,83,9,436,7
1008,10,63,42,28,37,92,68,474,97
1011,19,39,51,43,6,94,35,456,25
1001,26,85,73,77,2,90,13,431,24
1019,9,74,41,1,12,98,39,465,8
1008,16,34,42,28,8,52,8,463,29
1019,18,36,62,1,9,79,9,453,5
1020,8,3,37,8,47,60,67,481,51
1023,7,34,40,72,1,80,8,483,92
1007,28,17,72,43,37,68,92,428,88
1009,23,92,66,54,93,62,37,441,9
1013,12,17,40,6,59,88,62,473,76
1009,29,13,70,72,61,67,49,436,9
1017,26,9,60,29,72,50,83,444,71
1001,19,8,41,1,96,62,77,458,94
1009,20,5,51,19,91,79,445,35,
15,23,49,5,1014,66,68,454,44,
1012,26,8,70,32,32,89,434,24,
1009,31,27,69,13,45,57,1,425,48
1012,25,69,73,18,64,86,35,432,82
1028,10,16,40,8,13,86,39,477,49
1011,30,49,70,32,34,66,33,434,76
1013,28,45,69,23,7,39,46,436,96
1013,22,4,58,5,11,85,22,447,28
1017,13,18,40,3,75,82,29,470,88
1007,31,41,76,9,68,70,49,430,81
1008,11,3,25,36,66,96,18,471,19
1013,24,22,68,51,23,74,96,440,1
995,16,21,41,23,88,80,463,9,
1018,14,55,41,7,58,80,8,454,14
1004,15,4,41,35,29,99,1,467,96
1008,22,21,61,5,34,76,22,445,77
1010,30,16,73,17,74,58,99,434,43
1011,13,34,41,79,48,86,66,461,12
1010,21,18,70,2,27,96,46,442,51
1019,8,54,38,8,75,71,24,478,31
1018,12,2,39,72,7,54,83,471,33
1017,13,47,44,88,56,93,23,476,67
1016,16,73,43,79,25,73,58,468,87
1009,17,99,50,16,98,100,9,451,38
1018,20,1,58,95,46,80,87,446,7
1004,20,82,52,84,13,79,42,449,59
1020,14,28,42,77,6,81,77,466,75
1016,15,31,40,66,46,84,64,458,26
1019,12,62,34,3,6,74,78,471,55
1013,16,1,36,71,58,74,41,471,46
1009,14,46,45,87,21,84,9,464,5
1022,13,96,40,92,65,73,8,460,95
1013,24,54,48,6,2,55,18,443,67
1003,31,27,73,77,27,71,48,430,32
1007,27,15,73,9,57,74,42,433,9
1008,31,21,66,44,57,65,76,430,7
1023,9,48,44,68,29,92,9,478,66
1016,21,16,65,48,99,72,79,446,37
1011,21,87,61,45,13,92,22,445,21
1016,15,35,35,4,3,57,12,468,94
1006,16,7,47,83,99,86,49,458,18
1010,31,2,73,17,28,53,23,431,23
1016,27,71,66,93,85,58,77,447,6
1011,6,98,40,35,92,94,72,484,19
1000,28,54,76,86,9,74,67,433,35
1018,10,22,45,1,27,93,62,474,32
1023,11,87,36,43,42,79,5,474,17
1009,23,21,74,22,68,88,46,440,46
1010,25,95,59,92,5,76,5,443,93
1016,11,21,40,75,45,86,14,479,2
1011,32,45,66,44,21,50,18,429,99
1012,19,9,65,94,53,81,6,446,34
1017,24,4,60,77,62,75,23,442,25
1010,25,1,74,87,1,79,41,439,93
1013,27,4,65,6,33,52,37,439,84
1015,14,4,42,18,47,77,7,464,81
1011,26,6,63,7,97,61,3,442,25
1013,5,25,42,85,75,89,67,477,78
1008,19,97,50,78,75,92,7,446,57
1013,22,23,46,93,9,58,2,448,27
1026,8,67,36,66,8,84,36,480,38
1018,22,8,55,5,42,58,46,455,79
1006,5,56,45,87,99,96,48,476,61
1013,11,2,38,28,51,95,66,472,11
1015,16,52,43,7,8,58,36,466,73
1007,27,54,74,22,44,75,91,430,72
1014,15,79,38,28,4,74,84,465,64
1007,31,45,68,27,56,64,79,430,81
1012,21,8,51,3,7,89,51,450,25
1009,23,25,72,99,17,89,85,438,51
1013,19,46,46,33,77,89,62,452,11
1007,26,86,70,47,18,72,38,434,59
1013,25,44,65,6,82,55,72,440,9
1009,28,35,70,32,22,47,13,427,21
1015,14,81,43,7,1,60,72,469,5
1019,6,7,38,91,25,83,39,483,56
1009,22,77,59,92,67,94,9,437,9
1003,16,31,68,28,98,98,62,450,33
1009,30,93,61,5,81,41,46,437,35
1010,29,31,64,84,49,53,97,442,11
1013,26,5,65,27,69,56,46,440,75
1011,25,69,62,26,38,74,8,436,36
1014,22,1,65,6,56,71,5,442,18
8,11,40,23,1019,86,5,475,9,
1012,33,26,68,51,49,52,68,429,38
1014,11,91,40,69,41,83,71,476,71
1011,24,23,59,4,91,71,79,443,6
1012,24,35,73,17,2,85,88,435,66
1008,26,65,74,16,27,94,54,431,47
1013,28,24,65,74,4,64,87,438,47
1017,24,79,75,6,7,68,23,440,5
1015,24,43,60,7,59,59,99,444,71
1021,9,16,41,3,3,76,8,484,96
1011,2,64,39,64,2,85,24,481,29
1019,11,7,41,16,58,87,49,464,12
1024,15,93,52,75,57,58,71,457,92
1011,18,41,42,4,69,64,88,465,64
1024,18,7,44,92,72,69,15,457,53
1020,12,82,41,58,37,81,6,464,7
1011,8,25,43,14,3,87,1,479,95
1011,16,99,40,89,54,64,51,464,95
1013,27,46,69,98,28,63,73,435,36
1011,21,11,58,66,7,68,71,457,89
1017,14,66,40,73,45,88,57,459,23
1009,26,19,69,34,48,87,59,433,99
1006,20,89,67,71,12,59,12,445,39
1009,25,16,57,17,86,75,7,442,3
1014,31,15,67,45,85,42,11,431,97
1009,9,63,40,27,96,81,3,477,38
1013,14,15,39,28,5,77,63,471,23
1014,25,77,73,68,18,87,53,429,84
1011,24,46,68,61,2,76,66,440,58
1011,26,21,56,85,45,41,37,439,55
1009,30,55,66,25,15,63,52,440,74
994,14,13,41,23,6,93,2,467,84
1024,3,73,39,42,4,82,42,488,58
1017,24,79,59,21,9,53,83,446,4
1016,16,57,63,31,19,81,2,454,78
1012,26,86,68,8,99,50,4,436,25
1015,22,9,65,59,54,72,44,447,28
1015,29,12,66,51,69,37,9,432,88
1015,14,45,43,34,47,83,33,462,16
1020,11,58,41,74,41,74,9,478,6
1014,32,55,73,3,36,44,83,439,81
1007,31,79,76,2,89,56,3,434,1
1004,19,7,52,84,86,89,72,444,64
1008,11,22,41,66,96,72,38,477,53
1018,21,83,63,87,93,63,7,452,21
1007,29,6,71,94,7,62,65,429,2
1012,28,7,74,33,71,69,428,87,
1018,10,12,38,38,22,85,93,477,73
1022,9,84,40,72,21,77,79,477,52
1007,15,41,44,78,69,65,17,456,83
1005,22,64,70,98,71,95,65,441,99
1014,13,53,42,86,90,63,471,73,
1025,8,94,36,71,5,80,45,477,62
1016,23,72,58,62,65,69,1,447,49
1008,21,26,50,32,41,87,22,446,22
1017,10,23,42,32,53,89,93,473,59
1017,7,64,38,18,65,78,51,484,45
1004,14,92,41,16,83,83,7,465,72
1008,27,62,68,27,4,63,4,427,67
1005,10,56,40,22,8,89,71,478,2
1006,17,9,52,8,41,100,9,451,94
1009,29,41,64,5,82,67,4,444,82
1017,17,68,45,17,5,77,57,461,96
1002,23,56,49,16,54,69,7,443,2
1013,25,1,68,63,76,43,65,447,12
1017,29,95,67,25,68,51,91,433,13
1021,22,36,64,15,5,68,43,453,94
998,17,36,41,23,8,63,46,459,1
1015,10,5,40,71,51,84,21,471,68
1015,21,94,62,52,99,74,56,449,87
1001,20,15,39,72,85,59,32,456,87
1014,7,31,42,18,75,86,75,477,38
1014,21,7,64,44,95,73,33,448,51
1012,4,86,39,4,73,91,39,488,63
1022,15,52,41,93,97,52,92,471,97
1017,6,94,39,61,74,81,43,480,7
1014,19,11,44,85,76,45,86,464,66
1020,16,84,56,3,25,70,37,437,14
1022,11,63,40,55,89,87,12,474,67
1014,21,24,44,3,34,83,39,444,
1007,15,47,46,48,69,91,7,462,58
1007,29,42,69,14,32,75,4,437,75
1010,14,33,42,86,82,88,59,469,52
1018,18,75,63,9,19,87,84,450,98
1013,12,5,43,67,99,90,91,473,26
1008,28,98,70,8,19,73,45,434,8
1005,4,41,42,7,54,68,85,488,36
1012,16,61,43,77,25,77,23,457,66
1003,5,28,42,7,82,80,84,485,24
1017,9,83,38,56,35,62,8,480,47
1013,14,28,37,2,96,82,71,467,44
1004,32,87,71,32,36,54,69,433,15
1016,26,82,66,51,32,55,76,439,48
1009,30,56,69,4,29,55,73,442,24
1012,18,24,59,15,84,4,449,48,
1012,22,18,62,91,14,68,86,449,77
1019,8,44,41,17,9,70,72,486,15
1024,13,74,45,8,97,84,79,466,79
1020,11,2,41,26,69,92,13,471,93
1013,19,6,48,14,18,68,71,456,57
1011,26,3,69,68,61,60,75,449,54
1010,20,71,49,69,26,69,97,455,69
1010,21,67,61,45,84,92,19,443,82
1001,19,13,42,18,45,98,77,456,4
1012,27,79,69,23,86,45,71,435,6
1011,6,8,35,79,8,90,59,483,8
1011,29,56,71,14,42,53,18,432,9
1025,15,84,41,4,64,63,43,456,21
1013,30,93,69,98,33,62,1,432,25
1015,20,45,59,8,13,79,21,452,96
1021,11,1,40,92,98,94,14,462,7
1013,17,6,58,96,83,73,95,461,15
1013,26,47,63,13,72,79,4,441,81
1003,25,3,47,93,2,62,89,443,55
1020,8,85,41,6,99,86,5,486,4
1006,16,74,41,16,87,74,24,463,
1023,6,8,41,16,17,95,4,477,8
1005,24,26,68,14,9,59,49,438,79
1009,17,98,60,1,61,84,11,452,57
1011,22,97,72,24,15,95,85,437,41
1008,17,99,43,72,64,75,4,453,2
1006,29,29,70,36,64,60,82,431,26
1024,15,28,43,71,32,81,24,463,44
1010,14,16,40,89,78,82,86,471,15
1014,25,6,52,36,7,67,98,454,13
1014,18,97,44,85,86,46,31,466,17
1009,29,4,70,72,55,66,58,437,95
1012,19,72,47,3,1,90,36,458,59
1009,15,63,44,9,38,82,8,457,44
1014,12,19,40,5,65,85,1,472,68
1007,16,3,41,16,88,76,61,463,47
1014,14,8,44,71,67,41,71,470,77
1010,24,63,59,57,45,85,36,440,67
1016,12,32,43,69,26,83,18,471,6
1020,5,53,40,64,78,97,25,479,88
1015,13,11,41,44,55,74,45,471,61
1009,25,12,77,95,26,82,95,433,4
1019,14,84,71,14,61,66,78,454,16
1013,25,24,67,45,56,50,91,438,99
1019,12,87,39,3,26,71,55,471,48
1012,19,25,43,43,1,73,26,451,8
1014,15,11,43,13,99,46,91,466,74
1002,29,23,77,3,71,65,24,438,5
1011,12,6,40,35,89,80,88,475,42
1016,7,91,38,56,48,68,94,485,95
1012,23,45,45,61,84,73,42,454,92
1013,32,1,69,98,31,55,84,431,9
1011,16,25,40,89,9,62,7,464,33
1005,23,27,68,28,1,74,83,444,86
1013,17,1,50,9,23,82,3,460,14
1033,8,76,41,82,29,76,5,480,8
1008,27,35,60,75,98,67,56,435,14
1010,10,51,37,5,7,96,29,474,24
1012,23,56,66,49,21,53,86,441,92
1009,29,24,60,23,62,59,71,438,24
1007,29,86,69,34,76,54,12,433,57
1006,29,1,76,2,28,60,22,435,97
1026,11,38,52,75,19,72,71,469,9
1013,29,53,64,44,22,59,75,440,1
1013,8,48,36,18,31,75,15,480,63
1015,24,91,69,89,25,82,39,438,29
1012,26,46,61,41,41,56,58,448,83
1009,16,61,25,88,34,65,47,460,97
1021,11,77,40,92,85,81,55,467,31
1020,19,1,56,53,18,76,38,455,52
1017,9,19,40,62,78,68,91,475,42
1017,13,53,42,3,52,84,2,466,71
1018,14,94,42,77,9,73,95,462,67
1011,29,5,70,32,33,72,5,437,16
1002,15,27,38,73,83,77,77,465,99
1014,25,96,60,95,52,50,3,444,19
1007,15,75,39,99,2,77,44,464,95
1009,23,69,77,54,32,89,7,440,21
1016,11,92,40,55,91,100,7,472,45
1007,28,54,72,99,42,67,87,432,
1014,13,72,45,1,7,77,464,59,
1020,6,1,40,7,21,67,24,494,43
1020,12,64,41,26,79,83,66,465,78
1018,17,14,58,16,59,77,22,458,61
1002,25,43,69,13,2,86,44,431,53
1025,12,78,41,4,16,85,14,461,61
1009,21,17,52,3,67,88,88,444,5
1007,31,19,70,94,29,51,91,436,6
1023,12,42,43,8,13,79,8,466,59
1010,29,62,70,2,9,43,1,439,35
1013,16,29,50,88,79,99,15,456,28
1011,12,33,39,28,84,80,1,476,49
1009,26,8,72,58,22,89,3,431,18
1012,13,63,43,22,71,72,85,464,62
1009,27,47,70,72,97,74,62,443,25
1013,24,47,57,85,5,66,34,445,37
1012,13,46,39,85,76,72,94,472,5
1011,11,78,39,96,37,82,95,472,79
1015,10,42,39,35,21,89,75,478,52
1012,4,49,40,27,1,76,5,494,24
1009,25,45,63,76,96,67,78,439,56
1008,21,29,47,45,85,71,6,447,78
1006,22,65,68,67,67,77,42,447,1
1013,11,6,41,5,9,89,8,476,24
1017,25,56,75,6,37,69,31,442,2
1005,24,51,51,95,57,63,53,449,73
1007,25,76,71,6,93,90,4,433,75
1017,17,85,48,14,16,86,68,451,9
1012,13,83,39,64,52,69,97,472,95
1008,31,38,72,29,73,73,27,430,58
1019,18,39,38,52,66,66,93,453,89
1015,17,79,45,1,71,67,13,454,4
1011,23,57,63,91,65,80,74,441,93
1015,12,3,40,75,93,85,7,474,97
1004,26,82,69,5,62,40,437,42,
1018,21,76,60,27,96,85,6,446,86
1005,31,23,68,67,82,52,1,436,58
1017,9,98,41,1,83,98,7,466,5
1013,12,86,40,6,6,84,85,472,4
1010,31,49,73,5,71,40,16,432,13
1020,9,8,36,18,24,68,37,477,26
1008,24,72,77,54,39,81,3,438,52
1009,21,49,70,32,7,92,25,443,4
1009,25,2,63,76,78,64,96,438,15
1006,18,39,52,8,53,100,9,449,96
1011,30,58,65,18,61,37,43,437,17
1006,30,2,56,9,89,42,69,436,17
1006,23,59,47,43,64,48,92,447,36
1006,28,61,52,84,45,73,437,39,
1028,14,82,42,74,4,69,81,466,34
1007,31,7,76,9,6,72,39,441,36
1013,7,69,36,24,8,88,37,482,46
1006,21,79,60,93,44,87,68,443,1
1017,10,11,41,62,17,97,82,463,57
1014,12,25,44,85,13,85,25,470,92
1017,21,4,65,46,22,63,2,452,12
1021,17,1,49,15,83,84,2,458,78
1015,18,3,58,86,99,89,3,450,33
1002,30,4,77,3,44,59,42,438,43
1006,28,28,56,9,38,64,99,445,61
1003,28,6,71,22,15,58,33,443,1
1014,11,8,38,16,45,74,99,473,32
1017,11,68,40,55,31,99,82,473,51
1013,23,54,65,27,78,64,28,445,19
1013,14,32,44,6,85,68,13,466,36
1006,27,31,59,54,24,71,99,440,13
1007,30,6,69,14,5,72,48,436,89
1019,18,74,44,34,4,55,16,468,84
1004,25,93,66,56,97,76,35,433,25
